provider,instance_id,tool,elapsed_s,status,sdk_exec_calls,file_reads,file_writes,docker_cli_calls,httpx_sends
docker,django__django-14373,shell,0.241516663,ok,0,0,1,6,0
docker,django__django-14373,shell,0.242792903,ok,0,0,1,6,0
docker,django__django-14373,shell,1.217285887,ok,0,0,1,8,0
docker,django__django-14373,str_replace_editor,0.172971923,ok,0,1,0,4,0
docker,django__django-14373,str_replace_editor,0.185839516,ok,0,1,0,4,0
docker,django__django-14373,str_replace_editor,0.169806941,ok,0,0,1,4,0
docker,django__django-14373,shell,0.354344807,ok,0,0,1,8,0
docker,django__django-14373,str_replace_editor,0.210194123,ok,0,1,1,5,0
docker,django__django-14373,shell,0.49374831,ok,0,0,1,8,0
docker,django__django-14373,shell,0.249647976,ok,0,0,1,6,0
docker,django__django-14373,str_replace_editor,0.208392463,ok,0,1,1,5,0
docker,django__django-14373,shell,0.354071848,ok,0,0,1,8,0
docker,django__django-14373,shell,0.244025314,ok,0,0,1,6,0
docker,django__django-14373,shell,0.39639136,ok,0,0,1,8,0
docker,django__django-14373,shell,0.248465566,ok,0,0,1,6,0
docker,django__django-14373,shell,0.240936233,ok,0,0,1,6,0
docker,django__django-14373,shell,0.402088102,ok,0,0,1,8,0
docker,django__django-14373,shell,0.391416358,ok,0,0,1,8,0
docker,django__django-14373,shell,0.39315806,ok,0,0,1,8,0
docker,django__django-14373,str_replace_editor,0.172751312,ok,0,0,1,4,0
docker,django__django-14373,shell,0.35871468,ok,0,0,1,8,0
docker,django__django-14373,str_replace_editor,0.211578364,ok,0,1,1,5,0
docker,django__django-14373,shell,0.35912025,ok,0,0,1,8,0
docker,django__django-14373,shell,0.353011908,ok,0,0,1,8,0
docker,django__django-14373,submit,0.00048071,ok,0,0,0,0,0
docker,matplotlib__matplotlib-20488,shell,0.249597467,ok,0,0,1,6,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.172253623,ok,0,0,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.175561853,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,shell,0.256855799,ok,0,0,1,6,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.170893902,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.176468634,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.175134583,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,shell,0.247760106,ok,0,0,1,6,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.179097665,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,shell,0.280346456,ok,0,0,1,6,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.176905825,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,shell,0.251772437,ok,0,0,1,6,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.178402854,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.173114293,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.171500223,ok,0,0,1,4,0
docker,matplotlib__matplotlib-20488,shell,1.938455516,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.176936255,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.210579015,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.22763443,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.449121949,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.846101792,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.22622589,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.434049085,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.180256966,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.172579154,ok,0,0,1,4,0
docker,matplotlib__matplotlib-20488,shell,0.375993757,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.181840116,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.217117797,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.172741064,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.180964876,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.214846707,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.757219727,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,1.051132529,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.673453022,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.246877627,ok,0,0,1,6,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.230036852,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.219659659,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.608483752,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.818266408,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.22108851,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.210374226,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.771362414,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.625901448,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.367336456,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.401330347,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.183644838,ok,0,1,0,4,0
docker,matplotlib__matplotlib-20488,shell,0.25349546,ok,0,0,1,6,0
docker,matplotlib__matplotlib-20488,shell,0.359114214,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.221997471,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.211645667,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.612009185,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.808760578,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.214912339,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.224980572,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.641865596,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.755270222,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.221125701,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.211150908,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.608536226,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.811502532,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.377934631,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.21610558,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.223128443,ok,0,1,1,5,0
docker,matplotlib__matplotlib-20488,shell,0.640325558,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.761420697,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.373027831,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.648057261,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.973561057,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.598528504,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,1.034221447,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.377521834,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.885310309,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.170379566,ok,0,0,1,4,0
docker,matplotlib__matplotlib-20488,shell,0.462502911,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.701121749,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,3.08286102,ok,0,0,1,10,0
docker,matplotlib__matplotlib-20488,str_replace_editor,0.179911959,ok,0,0,1,4,0
docker,matplotlib__matplotlib-20488,shell,0.45654396,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.753968358,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.386419097,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.595405346,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,shell,0.932642148,ok,0,0,1,8,0
docker,matplotlib__matplotlib-20488,submit,0.00051321,ok,0,0,0,0,0
docker,mwaskom__seaborn-3187,shell,0.237091962,ok,0,0,1,6,0
docker,mwaskom__seaborn-3187,shell,0.243079391,ok,0,0,1,6,0
docker,mwaskom__seaborn-3187,shell,0.238631933,ok,0,0,1,6,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.178269968,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.172636669,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.175544618,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.175811718,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,shell,0.319395703,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.239107782,ok,0,0,1,6,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.164094171,ok,0,0,1,4,0
docker,mwaskom__seaborn-3187,shell,1.535923506,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.207449042,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.203996372,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,shell,0.907540518,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.204490713,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,shell,0.878448658,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.179070718,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.177415879,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,shell,0.238838885,ok,0,0,1,6,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.211165692,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,shell,0.506965796,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.215143642,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,shell,0.514740865,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.169371603,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,shell,0.513306117,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.505112649,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.497872622,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.515177169,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.503607711,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.174786592,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.211862815,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.170296263,ok,0,0,1,4,0
docker,mwaskom__seaborn-3187,shell,0.504133183,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.529770808,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.205393287,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.144703531,ok,0,1,0,3,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.09961661,ok,0,0,0,2,0
docker,mwaskom__seaborn-3187,shell,0.25306687,ok,0,0,1,6,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.174952656,ok,0,0,1,4,0
docker,mwaskom__seaborn-3187,shell,0.521881869,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.222093673,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,shell,0.532562148,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.501963899,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.503258549,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.521089935,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.173250169,ok,0,0,1,4,0
docker,mwaskom__seaborn-3187,shell,0.50937246,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,4.299776893,ok,0,0,1,10,0
docker,mwaskom__seaborn-3187,shell,1.020108174,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.24222633,ok,0,0,1,6,0
docker,mwaskom__seaborn-3187,shell,1.260702595,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,7.493436613,ok,0,0,1,14,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.172307112,ok,0,0,1,4,0
docker,mwaskom__seaborn-3187,shell,0.88827552,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.222698839,ok,0,1,1,5,0
docker,mwaskom__seaborn-3187,shell,0.887536427,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,1.337855576,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,1.018676024,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,0.992244102,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,shell,1.010423618,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.176050333,ok,0,0,1,4,0
docker,mwaskom__seaborn-3187,shell,0.522451871,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.174060034,ok,0,0,1,4,0
docker,mwaskom__seaborn-3187,shell,0.516815525,ok,0,0,1,8,0
docker,mwaskom__seaborn-3187,str_replace_editor,0.176760244,ok,0,1,0,4,0
docker,mwaskom__seaborn-3187,submit,0.00046953,ok,0,0,0,0,0
docker,pallets__flask-5014,shell,0.241101821,ok,0,0,1,6,0
docker,pallets__flask-5014,str_replace_editor,0.161631672,ok,0,0,0,4,0
docker,pallets__flask-5014,str_replace_editor,0.173694618,ok,0,0,0,4,0
docker,pallets__flask-5014,str_replace_editor,0.174852948,ok,0,1,0,4,0
docker,pallets__flask-5014,shell,0.241168011,ok,0,0,1,6,0
docker,pallets__flask-5014,str_replace_editor,0.179731357,ok,0,1,0,4,0
docker,pallets__flask-5014,shell,0.242558021,ok,0,0,1,6,0
docker,pallets__flask-5014,str_replace_editor,0.16809931,ok,0,0,1,4,0
docker,pallets__flask-5014,shell,0.359794943,ok,0,0,1,8,0
docker,pallets__flask-5014,str_replace_editor,0.203129342,ok,0,1,1,5,0
docker,pallets__flask-5014,shell,0.33548815,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.550840479,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.735682675,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.346453288,ok,0,0,1,8,0
docker,pallets__flask-5014,str_replace_editor,0.16903202,ok,0,0,1,4,0
docker,pallets__flask-5014,shell,0.339153351,ok,0,0,1,8,0
docker,pallets__flask-5014,str_replace_editor,0.208089401,ok,0,1,1,5,0
docker,pallets__flask-5014,shell,0.336735401,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.244313763,ok,0,0,1,6,0
docker,pallets__flask-5014,str_replace_editor,0.21549194,ok,0,1,1,5,0
docker,pallets__flask-5014,shell,0.337477862,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.410901286,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.423440603,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.34641739,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.518544371,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.433555912,ok,0,0,1,8,0
docker,pallets__flask-5014,str_replace_editor,0.164108374,ok,0,0,1,4,0
docker,pallets__flask-5014,shell,0.342858464,ok,0,0,1,8,0
docker,pallets__flask-5014,shell,0.53591927,ok,0,0,1,8,0
docker,pallets__flask-5014,submit,0.000441349,ok,0,0,0,0,0
docker,psf__requests-1921,shell,0.243272625,ok,0,0,1,6,0
docker,psf__requests-1921,shell,0.248246911,ok,0,0,1,6,0
docker,psf__requests-1921,str_replace_editor,0.177425342,ok,0,0,0,4,0
docker,psf__requests-1921,str_replace_editor,0.176701864,ok,0,1,0,4,0
docker,psf__requests-1921,str_replace_editor,0.176213394,ok,0,1,0,4,0
docker,psf__requests-1921,shell,0.245496204,ok,0,0,1,6,0
docker,psf__requests-1921,str_replace_editor,0.169930238,ok,0,1,0,4,0
docker,psf__requests-1921,shell,0.242425097,ok,0,0,1,6,0
docker,psf__requests-1921,str_replace_editor,0.16968005,ok,0,1,0,4,0
docker,psf__requests-1921,str_replace_editor,0.167616041,ok,0,0,1,4,0
docker,psf__requests-1921,shell,0.333475454,ok,0,0,1,8,0
docker,psf__requests-1921,str_replace_editor,0.176545125,ok,0,1,0,4,0
docker,psf__requests-1921,str_replace_editor,0.205026436,ok,0,1,1,5,0
docker,psf__requests-1921,shell,0.334576615,ok,0,0,1,8,0
docker,psf__requests-1921,str_replace_editor,0.170942871,ok,0,0,1,4,0
docker,psf__requests-1921,shell,0.340983603,ok,0,0,1,8,0
docker,psf__requests-1921,str_replace_editor,0.181059035,ok,0,1,0,4,0
docker,psf__requests-1921,str_replace_editor,0.211850945,ok,0,1,1,5,0
docker,psf__requests-1921,shell,0.324452778,ok,0,0,1,8,0
docker,psf__requests-1921,shell,0.345674384,ok,0,0,1,8,0
docker,psf__requests-1921,shell,0.252143678,ok,0,0,1,6,0
docker,psf__requests-1921,shell,0.240018647,ok,0,0,1,6,0
docker,psf__requests-1921,shell,0.242401145,ok,0,0,1,6,0
docker,psf__requests-1921,shell,0.240269756,ok,0,0,1,6,0
docker,psf__requests-1921,shell,93.380065243,ok,0,0,1,96,0
docker,psf__requests-1921,shell,0.343894073,ok,0,0,1,8,0
docker,psf__requests-1921,shell,0.906881331,ok,0,0,1,8,0
docker,psf__requests-1921,shell,0.375752006,ok,0,0,1,8,0
docker,psf__requests-1921,shell,0.36794576,ok,0,0,1,8,0
docker,psf__requests-1921,str_replace_editor,0.173003543,ok,0,0,1,4,0
docker,psf__requests-1921,shell,0.342564016,ok,0,0,1,8,0
docker,psf__requests-1921,shell,1.597964364,ok,0,0,1,8,0
docker,psf__requests-1921,str_replace_editor,0.165496578,ok,0,0,1,4,0
docker,psf__requests-1921,shell,0.344382389,ok,0,0,1,8,0
docker,psf__requests-1921,submit,0.0004802,ok,0,0,0,0,0
docker,pydata__xarray-4075,shell,0.23778862,ok,0,0,1,6,0
docker,pydata__xarray-4075,shell,0.237747949,ok,0,0,1,6,0
docker,pydata__xarray-4075,str_replace_editor,0.179375707,ok,0,1,0,4,0
docker,pydata__xarray-4075,str_replace_editor,0.181340117,ok,0,1,0,4,0
docker,pydata__xarray-4075,str_replace_editor,0.166083109,ok,0,0,1,4,0
docker,pydata__xarray-4075,shell,1.059973817,ok,0,0,1,8,0
docker,pydata__xarray-4075,shell,0.338201616,ok,0,0,1,8,0
docker,pydata__xarray-4075,str_replace_editor,0.171445249,ok,0,1,0,4,0
docker,pydata__xarray-4075,shell,0.233077511,ok,0,0,1,6,0
docker,pydata__xarray-4075,str_replace_editor,0.181684017,ok,0,1,0,4,0
docker,pydata__xarray-4075,str_replace_editor,0.182602997,ok,0,1,0,4,0
docker,pydata__xarray-4075,str_replace_editor,0.17190807,ok,0,1,0,4,0
docker,pydata__xarray-4075,str_replace_editor,0.218879903,ok,0,1,1,5,0
docker,pydata__xarray-4075,shell,0.983631472,ok,0,0,1,8,0
docker,pydata__xarray-4075,str_replace_editor,0.16907917,ok,0,1,0,4,0
docker,pydata__xarray-4075,str_replace_editor,0.205882182,ok,0,1,1,5,0
docker,pydata__xarray-4075,shell,0.938882722,ok,0,0,1,8,0
docker,pydata__xarray-4075,shell,4.313854721,ok,0,0,1,10,0
docker,pydata__xarray-4075,shell,1.897205003,ok,0,0,1,8,0
docker,pydata__xarray-4075,shell,1.895800735,ok,0,0,1,8,0
docker,pydata__xarray-4075,str_replace_editor,0.171136734,ok,0,0,1,4,0
docker,pydata__xarray-4075,shell,0.984141993,ok,0,0,1,8,0
docker,pydata__xarray-4075,str_replace_editor,0.177914428,ok,0,0,1,4,0
docker,pydata__xarray-4075,shell,0.981794934,ok,0,0,1,8,0
docker,pydata__xarray-4075,str_replace_editor,0.217013031,ok,0,1,1,5,0
docker,pydata__xarray-4075,shell,0.995171516,ok,0,0,1,8,0
docker,pydata__xarray-4075,shell,2.473992619,ok,0,0,1,10,0
docker,pydata__xarray-4075,shell,1.928819613,ok,0,0,1,8,0
docker,pydata__xarray-4075,shell,0.969778483,ok,0,0,1,8,0
docker,pydata__xarray-4075,shell,3.973839463,ok,0,0,1,10,0
docker,pydata__xarray-4075,submit,0.00050093,ok,0,0,0,0,0
docker,pylint-dev__pylint-7080,shell,0.238215857,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.172411294,ok,0,0,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.177788658,ok,0,0,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.180393876,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.176818629,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.176397331,ok,0,0,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.174216933,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.177064801,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,shell,0.242103033,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.180675686,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.178739798,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.176899602,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.176482123,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,shell,0.251715904,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,shell,0.249965276,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,shell,0.326616326,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.173236937,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.163978829,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.65347442,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.180435541,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.174117289,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,shell,0.247633934,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.176586666,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,shell,0.240640622,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,shell,0.245460087,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.177662575,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.184130199,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.168321928,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.490564492,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.182372433,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,shell,0.322752094,ok,0,0,1,8,0
